ApplNo,ProductNo,MarketingStatusID,TECode
075225,1,1,AN
075227,1,1,AB
075227,2,1,AB
075229,1,1,AB
075229,2,1,AB
075231,1,1,AB
075233,1,1,AB2
075239,1,1,AP
075240,1,1,AP
075241,1,1,AP
075243,1,1,AP
075243,2,1,AP
075245,1,1,AB1
075245,2,1,AB1
075245,3,1,AB
075247,1,1,AP
075247,2,1,AP
075252,1,1,AB
075252,2,1,AB
075252,3,1,AB
075252,4,1,AB
075256,2,1,AB
075259,1,1,AP
075259,2,1,AP
075264,1,1,AB
075265,1,1,AB1
075269,1,1,AB1
075269,2,1,AB1
075271,1,1,AN
075274,1,1,AB
075276,1,1,AB
075279,1,1,AB
075280,1,1,AB
075280,2,1,AB
075281,2,1,AB
075281,3,1,AB
075282,1,1,AT
075288,2,1,AB
075289,1,1,AB2
075289,2,1,AB2
075290,1,1,AP
075290,3,1,AP
075292,1,1,AA
075293,1,1,AP
075293,2,1,AP
075295,1,1,AB
075295,2,1,AB
075295,3,1,AB
075295,4,1,AB
075295,5,1,AB
075300,1,1,AB
075300,2,1,AB
075300,3,1,AB
075302,1,1,AB
075302,2,1,AB
075303,1,1,AP
075305,1,1,AO
075315,1,1,AB
075315,2,1,AB
075317,1,1,AB
075317,2,1,AB
075317,3,1,AB
075317,4,1,AB
075319,1,1,AB
075321,1,1,AB
075323,1,1,AT
075324,1,1,AP
075324,2,1,AP
075325,1,1,AB2
075331,1,1,AB
075338,1,1,AB1
075339,1,1,AB
075340,1,1,AB
075346,1,1,AN
075347,1,1,AB
075347,2,1,AB
075347,3,1,AB
075350,1,1,AB
075350,2,1,AB
075350,3,1,AB
075352,1,1,AB
075356,1,1,AB
075356,2,1,AB
075356,3,1,AB
075356,4,1,AB
075360,1,1,AB
075360,2,1,AB
075360,3,1,AB
075363,1,1,AT
075368,1,1,AB
075371,2,1,AP
075373,1,1,AB
075374,1,1,AB
075379,1,1,AA
075382,1,1,AB
075382,2,1,AB
075383,1,1,AP
075386,1,1,AT
075387,1,1,AP
075388,1,1,AB
075388,2,1,AB
075388,3,1,AB
075389,1,1,AB
075389,2,1,AB
075389,3,1,AB
075390,1,1,AB
075390,2,1,AB
075391,1,1,AT
075393,1,1,AO
075393,2,1,AO
075395,1,1,AB
075395,2,1,AB
075395,3,1,AB
075401,1,1,AB4
075401,2,1,AB4
075401,3,1,AB4
075401,4,1,AB4
075401,5,1,AB4
075405,1,1,AP
075407,1,1,AB
075410,1,1,AB
075410,2,1,AB
075410,3,1,AB
075413,1,1,AB
075413,2,1,AB
075413,3,1,AB
075413,4,1,AB
075413,5,1,AB
075416,1,1,AB
075416,2,1,AB
075416,3,1,AB
075417,1,1,AB
075417,2,1,AB
075417,4,1,AB
075417,5,1,AB
075419,1,1,AB
075419,2,1,AB
075421,1,1,AP
075421,2,1,AP
075424,1,1,AB
075424,2,1,AB
075429,1,1,AB
075429,2,1,AB
075429,3,1,AB
075429,4,1,AB
075430,1,1,AB2
075431,1,1,AP
075437,1,1,AN
075440,1,1,AO
075440,2,1,AO
075442,1,1,AB
075442,2,1,AB
075442,3,1,AB
075452,1,1,AB1
075452,2,1,AB1
075452,3,1,AB
075458,1,1,AP
075459,1,1,AB
075459,2,1,AB
075463,1,1,AB
075464,1,1,AB1
075464,2,1,AB1
075465,1,1,AB1
075465,2,1,AB1
075465,3,1,AB
075468,1,1,AB
075468,2,1,AB
075468,3,1,AB
075471,1,1,AP
075474,1,1,AB
075474,2,1,AB
075477,1,1,AB
075477,2,1,AB
075477,3,1,AB
075478,2,1,AB
075479,1,1,AB
075479,2,1,AB
075479,3,1,AB
075479,4,1,AB
075483,1,1,AB
075483,2,1,AB
075483,3,1,AB
075483,4,1,AB
075486,1,1,AP
075488,1,1,AP
075491,1,1,AB
075491,2,1,AB
075492,1,1,AB
075494,1,1,AP
075494,2,1,AP
075496,1,1,AB
075496,2,1,AB
075499,1,1,AB
075500,1,1,AB
075500,2,1,AB
075500,3,1,AB
075500,4,1,AB
075502,1,1,AB
075503,1,1,AT
075506,1,1,AA
075508,1,1,BX
075509,1,1,AB
075509,2,1,AB
075509,3,1,AB
075509,4,1,AB
075511,1,1,AB
075511,2,1,AB
075514,1,1,AA
075517,1,1,AB
075520,1,1,AB
075520,2,1,AB
075520,3,1,AB
075520,4,1,AB
075521,1,1,AB
075521,2,1,AB
075521,3,1,AB
075521,4,1,AB
075521,5,1,AB
075522,1,1,AB
075522,2,1,AB
075523,1,1,AB
075525,1,1,AA
075528,1,1,AB
075529,1,1,AB
075530,1,1,AP
075536,1,1,AB
075536,2,1,AB
075536,3,1,AB
075536,4,1,AB
075541,1,1,AB
075541,2,1,AB
075547,1,1,AP
075549,1,1,AP
075549,2,1,AP
075551,1,1,AB
075551,2,1,AB
075551,3,1,AB
075561,1,1,AT
075562,1,1,AN
075563,1,1,AB
075563,2,1,AB
075563,3,1,AB
075563,4,1,AB
075567,1,1,AP
075568,1,1,AB
075570,1,1,AB
075576,1,1,AB
075576,2,1,AB
075576,3,1,AB
075578,1,1,AP
075579,1,1,AB
075579,2,1,AB
075579,3,1,AB
075580,1,1,AB
075580,2,1,AB
075580,3,1,AB
075580,4,1,AB
075581,1,1,AB
075584,1,1,AB
075584,2,1,AB
075589,1,1,AB
075592,1,1,AB
075593,1,1,AB
075593,3,1,AB
075593,4,1,AB
075600,1,1,AT
075604,1,1,AB1
075604,2,1,AB1
075606,1,1,AA
075611,1,1,AB
075611,2,1,AB
075614,1,1,AB
075614,2,1,AB
075614,3,1,AB
075614,4,1,AB
075616,1,1,AB
075616,2,1,AB
075622,1,1,AP
075629,1,1,AB
075629,2,1,AB
075630,1,1,AT
075633,1,1,AB2
075634,1,1,AP
075636,1,1,AB
075636,2,1,AB
075636,3,1,AB
075638,1,1,AB
075640,1,1,AB
075643,1,1,AB
075643,2,1,AB
075651,1,1,AP
075657,1,1,AB
075657,2,1,AB
075657,3,1,AB
075657,4,1,AB
075660,1,1,AP
075660,2,1,AP
075660,3,1,AP
075664,1,1,AN
075665,1,1,AB
075665,2,1,AB
075665,3,1,AB
075666,1,1,AB
075667,1,1,AB
075667,2,1,AB
075667,3,1,AB
075667,4,1,AB
075671,1,1,AB
075673,1,1,AB
075677,1,1,AB
075682,1,1,AB
075682,2,1,AB
075682,3,1,AB
075684,1,1,AP
075687,1,1,AB
075689,1,1,AP
075693,1,1,AN
075694,1,1,AB1
075694,2,1,AB1
075704,1,1,AB
075704,2,1,AB
075709,1,1,AP
075712,1,1,AB
075713,1,1,AB
075713,2,1,AB
075713,3,1,AB
075713,4,1,AB
075714,1,1,AB
075718,1,1,AB
075718,2,1,AB
075727,1,1,AB
075727,2,1,AB
075731,1,1,AB
075731,2,1,AB
075731,3,1,AB
075733,1,1,AB2
075735,1,1,AB
075739,1,1,AP
075742,1,1,AB
075742,2,1,AB
075743,1,1,AB
075743,2,1,AB
075743,3,1,AB
075743,4,1,AB
075743,5,1,AB
075743,6,1,AB
075750,1,1,TBD
075750,2,1,TBD
075750,3,1,TBD
075750,4,1,TBD
075751,1,1,AB
075752,1,1,AB
075752,2,1,AB
075752,3,1,AB
075752,4,1,AB
075752,5,1,AB
075752,6,1,AB
075753,1,1,AB
075753,2,1,AB
075753,3,1,AB
075757,1,1,AB
075757,2,1,AB
075759,1,1,AB
075761,1,1,AP
075765,1,1,AB
075765,2,1,AB
075768,1,1,AB
075768,2,1,AB
075768,3,1,AB
075772,1,1,AP
075772,2,1,AP
075774,1,1,AB
075782,1,1,AA
075784,1,1,AP
075784,2,1,AP
075785,1,1,AB
075785,2,1,AB
075785,3,1,AB
075786,1,1,AB
075786,2,1,AB
075788,1,1,AB
075788,2,1,AB
075795,1,1,AB
075795,2,1,AB
075796,1,1,AB1
075797,1,1,AB
075797,2,1,AB
075798,1,1,AB
075798,2,1,AB
075803,2,1,AB2
075804,1,1,AB
075805,1,1,AB
075805,2,1,AB
075808,1,1,AB
075809,2,1,AB
075811,1,1,AP
075812,1,1,AP
075812,2,1,AP
075813,1,1,AP
075817,3,1,AB
075819,1,1,AA
075824,1,1,AB
075825,1,1,AP
075826,1,1,AP
075828,1,1,AB
075828,2,1,AB
075828,3,1,AB
075834,1,1,AP
075834,2,1,AP
075837,1,1,AP
075840,1,1,AB
075840,2,1,AB
075841,1,1,AP2
075841,2,1,AP
075841,3,1,AP2
075845,1,1,AB
075849,1,1,AB
075855,1,1,AB
075857,1,1,AP
075857,2,1,AP
075858,1,1,AP
075860,1,1,AB
075861,1,1,AP
075863,1,1,AB
075866,2,1,AB
075868,1,1,AB
075868,2,1,AB
075868,3,1,AB
075872,1,1,AB
075872,2,1,AB
075873,1,1,AA
075877,1,1,AB
075877,2,1,AB
075882,1,1,AB
075882,2,1,AB
075882,3,1,AB
075883,1,1,AB
075885,1,1,AP
075885,2,1,AP
075888,1,1,AB
075888,2,1,AB
075888,3,1,AB
075890,1,1,AB
075890,2,1,AB
075890,3,1,AB
075895,1,1,AN
075896,1,1,AB
075896,2,1,AB
075896,3,1,AB
075902,1,1,AB
075902,2,1,AB
075902,3,1,AB
075903,1,1,AB
075903,2,1,AB
075903,3,1,AB
075903,4,1,AB
075903,5,1,AB
075903,6,1,AB
075906,1,1,AO
075907,1,1,AB
075909,1,1,AB
075909,2,1,AB
075911,1,1,AA
075912,1,1,AB
075913,1,1,AB1
075913,2,1,AB1
075914,1,1,AB2
075918,1,1,AO
075919,1,1,AB
075927,1,1,AB
075927,2,1,AB
075927,3,1,AB
075928,1,1,AT
075929,1,1,AB
075932,1,1,AB1
075932,2,1,AB1
075932,3,1,AB1
075936,1,1,AP
075938,1,1,AB
075938,2,1,AB
075938,3,1,AB
075939,2,1,AB
075939,3,1,AB
075939,4,1,AB
075940,1,1,AP
075941,1,1,AP
075944,1,1,AB
075944,2,1,AB
075944,3,1,AB
075944,4,1,AB
075944,5,1,AB
075944,6,1,AB
075945,1,1,AB1
075945,2,1,AB1
075945,3,1,AB1
075945,4,1,AB1
075948,1,1,AB
075951,1,1,AB
075953,1,1,BX
075957,1,1,AP
075957,2,1,AP
075957,3,1,AP
075958,1,1,AA
075959,1,1,AP
075959,2,1,AP
075964,1,1,AB
075965,1,1,AB
075965,2,1,AB
075965,3,1,AB
075967,1,1,AB
075967,2,1,AB
075967,3,1,AB
075968,1,1,AB
075968,2,1,AB
075972,1,1,AB
075972,2,1,AB
075972,3,1,AB
075973,1,1,AB
075973,2,1,AB
075973,3,1,AB
075977,1,1,AB
075981,1,1,AB
075984,1,1,AB
075984,2,1,AB
075984,3,1,AB
075986,1,1,AB
075987,1,1,AB
075988,1,1,AA
075991,1,1,AB
075991,2,1,AB
075991,3,1,AB
075992,1,1,AP
075993,1,1,AA
075994,1,1,AB
075994,2,1,AB
075994,3,1,AB
075994,4,1,AB
075994,5,1,AB
075994,6,1,AB
075998,1,1,AB
075998,2,1,AB
075998,3,1,AB
076001,1,1,AB1
076001,2,1,AB1
076002,1,1,AB
076003,1,1,AB
076004,1,1,AB
076004,2,1,AB
076005,1,1,AB
076006,1,1,AB
076006,2,1,AB
076007,1,1,AB
076007,2,1,AB
076007,3,1,AB
076008,1,1,AB
076008,2,1,AB
076008,3,1,AB
076008,4,1,AB
076008,5,1,AB
076009,1,1,AB
076009,2,1,AB
076015,1,1,AA
076017,1,1,AB1
076017,2,1,AB1
076017,3,1,AB1
076019,1,1,AP
076019,2,1,AP
076025,1,1,AB
076028,1,1,AP
076033,1,1,AB
076033,2,1,AB
076033,3,1,AB
076043,1,1,AB
076045,1,1,AB
076045,2,1,AB
076045,3,1,AB
076048,1,1,AB
076048,2,1,AB
076048,3,1,AB
076051,1,1,AP
076056,1,1,AB
076056,2,1,AB
076056,3,1,AB
076057,1,1,AB
076059,1,1,AB
076059,2,1,AB
076059,3,1,AB
076059,4,1,AB
076059,5,1,AB
076059,6,1,AB
076064,1,1,AB
076065,1,1,AB
076067,1,1,AB
076068,1,1,AP
076068,2,1,AP
076070,1,1,AB1
076077,1,1,AB
076077,2,1,AB
076077,3,1,AB
076077,4,1,AB
076078,1,1,AP
076078,2,1,AP
076081,1,1,AB
076087,1,1,AP
076087,3,1,AP
076089,2,1,AB
076089,3,1,AB
076089,4,1,AB
076092,1,1,AP
076092,2,1,AP
076092,3,1,AP
076093,3,1,AB
076095,1,1,AB
076095,2,1,AB
076096,1,1,AB
076102,1,1,AB
076102,2,1,AB
076102,3,1,AB
076102,4,1,AB
076102,5,1,AB
076102,6,1,AB
076103,1,1,AB
076104,1,1,AB
076105,1,1,AB
076109,1,1,AT
076110,1,1,AB
076112,1,1,AB
076112,2,1,AB
076112,3,1,AB
076118,1,1,AB
076118,2,1,AB
076118,3,1,AB
076118,4,1,AB
076119,1,1,AB
076119,2,1,AB
076119,3,1,AB
076122,1,1,AB
076122,2,1,AB
076122,3,1,AB
076126,2,1,AB
076126,3,1,AB
076126,4,1,AB
076128,1,1,AT
076131,1,1,AP
076133,1,1,AB
076133,2,1,AB
076135,1,1,AB1
076135,2,1,AB1
076135,3,1,AB1
076139,1,1,AB
076139,2,1,AB
076139,3,1,AB
076140,1,1,AB
076140,2,1,AB
076140,3,1,AB
076140,4,1,AB
076141,1,1,AB
076143,1,1,AB
076143,2,1,AB
076145,1,1,AP
076145,2,1,AP
076150,1,1,AP
076155,1,1,AB
076156,1,1,AB
076157,1,1,AB
076157,2,1,AB
076157,3,1,AB
076164,1,1,AB
076164,2,1,AB
076164,3,1,AB
076164,4,1,AB
076164,5,1,AB
076164,6,1,AB
076166,1,1,AB
076166,2,1,AB
076166,3,1,AB
076173,1,1,AB
076174,1,1,AB
076174,2,1,AB
076174,3,1,AB
076175,1,1,AB
076177,1,1,AB1
076178,1,1,AB
076178,2,1,AB
076182,1,1,AB
076182,2,1,AB
076182,3,1,AB
076183,2,1,AB
076183,3,1,AB
076186,1,1,AB
076187,1,1,AB1
076187,1,1,AB2
076187,1,1,AB3
076187,1,1,AB4
076187,2,1,AB1
076187,2,1,AB2
076187,2,1,AB3
076187,2,1,AB4
076187,3,1,AB1
076187,3,1,AB2
076187,3,1,AB3
076187,3,1,AB4
076187,4,1,AB1
076187,4,1,AB2
076187,4,1,AB3
076187,4,1,AB4
076187,5,1,AB1
076187,5,1,AB2
076187,5,1,AB3
076187,5,1,AB4
076187,6,1,AB1
076187,6,1,AB2
076187,6,1,AB3
076187,6,1,AB4
076187,7,1,AB1
076187,7,1,AB2
076187,7,1,AB3
076187,7,1,AB4
076187,8,1,AB1
076187,8,1,AB2
076187,8,1,AB3
076187,8,1,AB4
076187,9,1,AB1
076187,9,1,AB2
076187,9,1,AB3
076187,9,1,AB4
076187,10,1,AB1
076187,10,1,AB2
076187,10,1,AB3
076187,10,1,AB4
076187,11,1,AB1
076187,11,1,AB2
076187,11,1,AB3
076187,11,1,AB4
076187,12,1,AB1
076187,12,1,AB2
076187,12,1,AB3
076187,12,1,AB4
076194,1,1,AB
076194,2,1,AB
076194,3,1,AB
076201,1,1,AB
076204,1,1,AB
076204,2,1,AB
076211,1,1,AB
076211,2,1,AB
076211,3,1,AB
076211,4,1,AB
076212,1,1,AB
076212,2,1,AB
076214,1,1,AB
076214,2,1,AB
076214,3,1,AB
076215,1,1,AB
076216,1,1,AB
076217,1,1,AP
076219,1,1,AB
076219,2,1,AB
076219,3,1,AB
076221,1,1,AB
076222,1,1,AP
076225,1,1,AB2
076226,1,1,AB
076226,2,1,AB
076226,3,1,AB
076226,4,1,AB
076229,1,1,AB
076230,1,1,AB
076230,2,1,AB
076230,3,1,AB
076238,1,1,AB
076242,1,1,AA
076250,1,1,AB
076254,1,1,AT
076255,1,1,AB
076255,2,1,AB
076255,3,1,AB
076255,4,1,AB
076256,1,1,AP
076256,2,1,AP
076257,1,1,AB1
076257,2,1,AB1
076257,3,1,AB1
076258,1,1,AB
076258,2,1,AB
076258,3,1,AB
076258,4,1,AB
076258,5,1,AB
076258,6,1,AB
076258,7,1,AB
076258,8,1,AB
076260,1,1,AT
076262,1,1,AB
076262,2,1,AB
076262,3,1,AB
076263,1,1,BX
076264,2,1,AB
076266,1,1,AP
076267,1,1,AB
076267,2,1,AB
076267,3,1,AB
076267,4,1,AB
076268,1,1,AB
076268,2,1,AB
076269,1,1,AB1
076271,2,1,AP
076273,1,1,AB
076274,1,1,AB
076274,2,1,AB
076278,1,1,AB
076278,2,1,AB
076278,3,1,AB
076280,1,1,AB
076280,2,1,AB
076281,1,1,AB
076281,2,1,AB
076286,1,1,AB
076286,2,1,AB
076290,1,1,AB
076294,1,1,AB
076295,1,1,AP
076303,1,1,AP
076303,2,1,AP
076310,1,1,AB
076311,1,1,AB
076311,2,1,AB
076311,3,1,AB
076311,4,1,AB
076313,1,1,AP
076313,2,1,AP
076313,3,1,AP
076316,1,1,AP
076320,1,1,AB
076323,1,1,AP
076327,1,1,AB
076327,2,1,AB
076327,3,1,AB
076330,1,1,AP
076330,2,1,AP
076333,1,1,AB
076333,2,1,AB
076333,3,1,AB
076333,4,1,AB
076334,1,1,AB
076341,1,1,AB
076341,2,1,AB
076341,3,1,AB
076341,4,1,AB
076342,1,1,AB
076342,2,1,AB
076342,3,1,AB
076342,4,1,AB
076343,1,1,AB
076343,2,1,AB
076343,3,1,AB
076343,4,1,AB
076344,1,1,AB
076344,2,1,AB
076344,3,1,AB
076344,4,1,AB
076345,1,1,AB
076345,2,1,AB
076345,3,1,AB
076346,1,1,AB
076346,2,1,AB
076346,3,1,AB
076346,4,1,AB
076347,1,1,AB
076347,2,1,AB
076349,1,1,AP
076353,1,1,AB
076353,2,1,AB
076353,3,1,AB
076354,1,1,AB
076354,2,1,AB
076355,1,1,AN
076355,2,1,AN
076356,1,1,AB1
076361,1,1,AB
076361,2,1,AB
076361,3,1,AB
076362,1,1,AB
076363,1,1,AB
076363,2,1,AB
076364,1,1,AT
076367,1,1,AB
076368,1,1,AB1
076368,2,1,AB1
076369,1,1,AB
076373,1,1,AB
076373,2,1,AB
076373,3,1,AB
076373,4,1,AB
076374,1,1,AB
076374,2,1,AB
076374,3,1,AB
076377,1,1,AB
076378,1,1,AB
076378,2,1,AB
076379,1,1,AA
076380,1,1,AB
076381,1,1,AB
076387,1,1,AB
076390,1,1,AB
076392,1,1,AB
076396,1,1,AB
076402,1,1,AB
076402,2,1,AB
076402,3,1,AB
076402,4,1,AB
076403,1,1,AA
076404,1,1,AP
076407,1,1,AT
076408,1,1,AB
076410,1,1,AB
076410,2,1,AB
076412,1,1,AB
076412,2,1,AB
076412,3,1,AB
076416,1,1,AB
076416,2,1,AB
076419,1,1,AB
076421,1,1,AB
076421,2,1,AB
076421,3,1,AB
076422,1,1,AB
076433,1,1,AB
076433,2,1,AB
076434,1,1,AT
076435,1,1,AB
076436,1,1,AB
076437,1,1,AB
076438,1,1,AB
076438,2,1,AB
076439,1,1,AT
076440,1,1,AA
076442,1,1,AB
076442,2,1,AB
076442,3,1,AB
076447,1,1,AB
076447,2,1,AB
076447,3,1,AB
076449,1,1,AB
076449,2,1,AB
076449,3,1,AB
076451,1,1,AB
076452,1,1,AB
076453,1,1,AB
076455,1,1,AB
076461,1,1,AP
076465,1,1,AB
076465,2,1,AB
076465,3,1,AB
076466,1,1,AB
076466,2,1,AB
076467,1,1,AB
076467,2,1,AB
076467,3,1,AB
076468,1,1,AB
076468,2,1,AB
076470,1,1,AB
076470,2,1,AB
076474,1,1,AP
076477,1,1,AB
076477,2,1,AB
076477,3,1,AB
076477,4,1,AB
076479,1,1,AB
076483,1,1,AB
076483,2,1,AB
076483,3,1,AB
076485,1,1,AB1
076485,2,1,AB1
076485,3,1,AB1
076485,4,1,AB1
076493,1,1,AB
076495,1,1,AP
076499,1,1,AB
076500,1,1,AP
076502,1,1,AB
076502,2,1,AB
076502,3,1,AB
076504,1,1,AB
076507,1,1,AB
076507,2,1,AB
076507,3,1,AB
076507,4,1,AB
076508,1,1,AB
076509,1,1,AB
076509,2,1,AB
076510,1,1,AB
076511,1,1,AB
076512,1,1,AP
076513,1,1,AT
076515,1,1,AB
076516,1,1,AB
076517,1,1,AP
076517,2,1,AP
076517,3,1,AP
076520,1,1,AB
076520,3,1,AB
076521,1,1,AB
076521,2,1,AB
076522,1,1,AB
076523,1,1,AB
076526,1,1,AT
076526,2,1,AT
076527,1,1,AT
076533,1,1,AB
076533,2,1,AB
076534,1,1,AB
076534,2,1,AB
076534,3,1,AB
076534,4,1,AB
076539,1,1,AP
076541,1,1,AB
076541,2,1,AB
076541,3,1,AB
076541,4,1,AB
076543,1,1,AB
076546,1,1,AB
076549,1,1,AB
076549,2,1,AB
076549,4,1,AB
076550,1,1,AB
076550,2,1,AB
076550,3,1,AB
076553,1,1,AB
076554,1,1,AB
076554,2,1,AB
076555,1,1,AT
076558,2,1,AB
076558,3,1,AB
076558,4,1,AB
076560,1,1,AB
076560,2,1,AB
076561,1,1,AB
076561,2,1,AB
076565,1,1,AB
076565,2,1,AB
076565,3,1,AB
076570,1,1,AB
076571,1,1,AP
076572,1,1,AB
076573,1,1,AP
076574,1,1,AB
076575,1,1,AB
076575,2,1,AB
076577,1,1,AB
076577,2,1,AB
076577,3,1,AB
076582,1,1,AP
076583,1,1,AT
076586,1,1,AB2
076587,1,1,AB
076588,1,1,AB
076588,2,1,AB
076592,1,1,AB
076593,2,1,AB
076593,3,1,AB
076593,4,1,AB
076598,1,1,AB
076601,1,1,AA
076604,1,1,AB
076611,1,1,AP
076611,2,1,AP
076611,3,1,AP
076615,1,1,AT
076616,1,1,AT
076618,1,1,AB
076618,2,1,AB
076618,3,1,AB
076618,4,1,AB
076619,1,1,AP
076619,2,1,AP
076622,1,1,AT
076625,1,1,AB1
076631,1,1,AB
076631,2,1,AB
076631,3,1,AB
076631,4,1,AB
076633,1,1,AB
076635,1,1,AB
076635,3,1,AB
076639,1,1,AB
076639,2,1,AB
076639,3,1,AB
076642,1,1,AB
076642,2,1,AB
076645,1,1,AA
076649,1,1,AB
076649,2,1,AB
076649,3,1,AB
076649,4,1,AB
076654,1,1,AB1
076655,1,1,AB
076655,2,1,AB
076657,1,1,AP
076657,2,1,AP
076658,1,1,AB
076658,2,1,AB
076658,3,1,AB
076658,4,1,AB
076661,1,1,AP1
076664,1,1,AB
076665,1,1,AB
076665,2,1,AB
076665,3,1,AB
076665,4,1,AB
076668,1,1,AB
076670,1,1,AB
076672,1,1,AA
076673,1,1,AT
076674,1,1,AB
076674,2,1,AB
076674,3,1,AB
076679,1,1,AB
076681,1,1,AB
076684,1,1,AP
076684,2,1,AP
076684,3,1,AP
076684,4,1,AP
076684,5,1,AP
076684,6,1,AP
076684,7,1,AP
076685,1,1,AB
076685,2,1,AB
076685,3,1,AB
076685,4,1,AB
076685,5,1,AB
076686,1,1,AB
076686,2,1,AB
076686,3,1,AB
076690,1,1,AB
076690,2,1,AB
076690,3,1,AB
076690,4,1,AB
076690,5,1,AB
076691,1,1,AB
076692,1,1,AB
076692,2,1,AB
076692,3,1,AB
076697,1,1,AB
076697,2,1,AB
076697,3,1,AB
076698,1,1,AB
076698,2,1,AB
076698,3,1,AB
076701,1,1,AB
076701,2,1,AB
076703,1,1,AB
076704,1,1,AB
076704,2,1,AB
076704,3,1,AB
076704,4,1,AB
076704,5,1,AB
076705,1,1,AB
076705,2,1,AB
076708,1,1,AB
076708,2,1,AB
076708,3,1,AB
076708,4,1,AB
076710,1,1,AB
076710,2,1,AB
076710,3,1,AB
076712,1,1,AB
076714,1,1,AB
076714,2,1,AB
076714,3,1,AB
076714,4,1,AB
076715,1,1,AB
076715,2,1,AB
076716,1,1,AB
076716,2,1,AB
076716,3,1,AB
076717,1,1,AP
076717,2,1,AP
076719,1,1,AB
076719,2,1,AB
076719,3,1,AB
076721,1,1,AB
076725,1,1,AB
076725,2,1,AB
076725,3,1,AB
076726,1,1,AP
076726,2,1,AP
076726,3,1,AP
076726,4,1,AP
076726,5,1,AP
076726,6,1,AP
076726,7,1,AP
076729,1,1,AB
076730,1,1,AB
076732,1,1,AB
076736,1,1,AP
076737,1,1,AB1
076737,2,1,AB1
076737,3,1,AB1
076740,1,1,AB
076744,1,1,AB1
076744,2,1,AB1
076746,1,1,AB
076749,1,1,AN
076751,1,1,AB
076753,1,1,AB
076754,1,1,AT
076755,1,1,AP
076755,2,1,AP
076756,1,1,AB1
076756,2,1,AB
076758,1,1,AB
076758,2,1,AB
076758,3,1,AB
076758,4,1,AB
076758,5,1,AB
076761,1,1,AB
076763,1,1,AB
076765,1,1,AB
076765,2,1,AB
076765,3,1,AB
076766,1,1,AP
076766,2,1,AP
076768,1,1,AB
076768,2,1,AB
076768,3,1,AB
076768,4,1,AB
076768,5,1,AB
076770,1,1,AP
076772,1,1,AB
076772,2,1,AB
076772,3,1,AB
076774,1,1,AP
076781,1,1,AP
076783,1,1,AB
076784,1,1,AB
076785,1,1,AB
076787,1,1,AP
076787,2,1,AP
076788,1,1,AB
076790,1,1,AB
076792,1,1,AB
076792,2,1,AB
076792,3,1,AB
076793,1,1,AB
076794,2,1,AB
076794,3,1,AB
076794,4,1,AB
076796,1,1,AB
076796,2,1,AB
076796,3,1,AB
076798,1,1,AB
076798,2,1,AB
076798,3,1,AB
076803,1,1,AB
076803,2,1,AB
076803,3,1,AB
076803,4,1,AB
076809,1,1,AB
076809,2,1,AB
076809,3,1,AB
076811,1,1,AB
076811,2,1,AB
076817,1,1,AB
076817,2,1,AB
076820,1,1,AB
076820,2,1,AB
076820,3,1,AB
076820,4,1,AB
076822,1,1,AB
076824,1,1,AB
076831,1,1,AB
076832,1,1,AB
076835,1,1,AB
076842,1,1,AB
076846,1,1,AB
076846,2,1,AB
076846,3,1,AB
076847,1,1,AB
076847,2,1,AB
076847,3,1,AB
076851,1,1,AA
076852,1,1,AB1
076852,2,1,AB1
076852,3,1,AB1
076852,4,1,AB1
076852,5,1,AB1
076852,6,1,AB1
076855,1,1,AB
076855,2,1,AB
076855,3,1,AB
076856,1,1,AB
076856,2,1,AB
076856,3,1,AB
076858,1,1,AB
076862,1,1,AB
076864,1,1,AB
076868,1,1,AB
076868,2,1,AB
076868,3,1,AB
076868,4,1,AB
076869,1,1,AB
076870,1,1,AP
076871,1,1,AP
076871,2,1,AP
076871,3,1,AP
076872,1,1,AB
076873,1,1,AB1
076876,1,1,AP
076879,1,1,AB
076879,2,1,AB
076879,3,1,AB
076879,4,1,AB
076879,5,1,AB
076879,6,1,AB
076881,1,1,AB
076881,2,1,AB
076881,3,1,AB
076882,1,1,AB
076882,2,1,AB
076882,3,1,AB
076884,1,1,AB
076887,1,1,AP
076890,1,1,AB
076890,2,1,AB
076890,3,1,AB
076894,1,1,AB
076894,2,1,AB
076894,3,1,AB
076894,4,1,AB
076895,1,1,AA
076896,1,1,AB
076896,2,1,AB
076896,3,1,AB
076898,1,1,AB
076898,2,1,AB
076898,3,1,AB
076898,4,1,AB
076899,1,1,AB
076899,2,1,AB
076900,1,1,AB
076900,2,1,AB
076900,3,1,AB
076904,1,1,AA
076906,1,1,AB
076906,2,1,AB
076906,3,1,AB
076910,1,1,AB
076910,2,1,AB
076913,1,1,AA
076915,1,1,AB
076917,1,1,AB
076919,1,1,AB
076919,2,1,AB
076919,3,1,AB
076920,1,1,AB
076920,2,1,AB
076920,3,1,AB
076921,1,1,AB
076921,2,1,AB
076921,3,1,AB
076921,4,1,AB
076922,1,1,AB1
076922,2,1,AB1
076922,3,1,AB
076923,1,1,AP
076925,1,1,AB
076928,1,1,AB
076928,2,1,AB
076928,3,1,AB
076931,1,1,AP
076933,1,1,AB
076933,2,1,AB
076933,3,1,AB
076934,1,1,AA
076938,1,1,AB
076939,1,1,AB
076939,2,1,AB
076939,3,1,AB
076939,4,1,AB
076942,1,1,AB
076943,1,1,AB
076943,2,1,AB
076943,3,1,AB
076955,1,1,AP
