ApplNo,ProductNo,MarketingStatusID,TECode
204636,2,1,AP
204637,1,1,AB
204639,1,1,AB
204639,2,1,AB
204639,3,1,AB
204639,4,1,AB
204639,5,1,AB
204639,6,1,AB
204640,1,1,AP
204644,1,1,AB
204644,2,1,AB
204645,1,1,AB
204648,1,1,AB
204649,1,1,AB
204651,1,1,AB
204652,1,1,AB
204652,2,1,AB
204657,2,1,AP
204660,1,1,AB
204661,1,1,AB
204662,1,1,AB2
204662,2,1,AB2
204667,1,1,AP
204668,1,1,AB
204668,2,1,AB
204669,1,1,AP
204669,2,1,AP
204669,3,1,AP
204671,1,1,AB
204672,1,1,AB
204674,1,1,AN
204675,1,1,AB
204679,1,1,AP
204679,2,1,AP
204680,1,1,AP
204686,1,1,AP
204688,1,1,AB
204691,1,1,AB
204693,1,1,AP
204693,2,1,AP
204695,1,1,AP
204696,1,1,AP
204696,2,1,AP
204702,1,1,AP
204703,1,1,AB
204704,1,1,AB
204707,1,1,AB
204707,2,1,AB
204707,3,1,AB
204707,4,1,AB
204708,1,1,AB
204711,1,1,AB
204713,1,1,AA
204713,2,1,AA
204713,3,1,AA
204717,1,1,AB
204717,2,1,AB
204717,3,1,AB
204717,4,1,AB
204720,1,1,AB
204720,2,1,AB
204720,3,1,AB
204721,1,1,AB
204721,2,1,AB
204722,1,1,AB
204722,2,1,AB
204724,1,1,AB
204724,2,1,AB
204726,1,1,AB
204726,2,1,AB
204729,1,1,AB
204729,2,1,AB
204730,1,1,AB
204733,1,1,AA
204735,1,1,AB
204737,1,1,AB
204739,1,1,AB
204739,2,1,AB
204740,1,1,AB
204740,2,1,AB
204740,3,1,AB
204741,1,1,AB
204741,2,1,AB
204742,1,1,AB
204744,1,1,AB
204744,2,1,AB
204744,3,1,AB
204746,1,1,AB
204750,1,1,AB
204751,1,1,AP
204752,1,1,AB
204754,1,1,AB
204754,2,1,AB
204755,3,1,AB
204756,1,1,AP
204759,1,1,AP
204762,1,1,AP
204763,1,1,AB
204764,1,1,AP
204766,1,1,AB
204770,1,1,AB
204772,1,1,AB
204772,2,1,AB
204774,1,1,AB
204774,2,1,AB
204774,3,1,AB
204776,1,1,AB
204776,2,1,AB
204776,3,1,AB
204776,4,1,AB
204777,1,1,AT1
204778,1,1,AT
204779,1,1,AB
204781,1,1,AP
204781,2,1,AP
204781,3,1,AP
204781,4,1,AP
204781,5,1,AP
204787,1,1,AB
204787,2,1,AB
204787,3,1,AB
204787,4,1,AB
204792,1,1,AB
204792,2,1,AB
204793,1,1,AB
204793,2,1,AB
204798,1,1,AB
204798,2,1,AB
204798,3,1,AB
204800,1,1,AB
204800,2,1,AB
204800,3,1,AB
204801,1,1,AB
204801,2,1,AB
204801,3,1,AB
204802,1,1,AB
204802,2,1,AB
204805,1,1,AB
204805,2,1,AB
204806,1,1,AB
204806,2,1,AB
204806,3,1,AB
204806,4,1,AB
204809,1,1,AB1
204809,2,1,AB1
204809,3,1,AB1
204809,4,1,AB1
204813,1,1,AT2
204814,1,1,AB
204814,2,1,AB
204814,3,1,AB
204815,1,1,AB
204815,2,1,AB
204815,3,1,AB
204816,1,1,AB
204816,2,1,AB
204817,1,1,AP
204819,1,1,AB
204819,2,1,AB
204819,3,1,AB
204819,4,1,AB
204819,5,1,AB
204820,1,1,AB
204821,1,1,AB
204821,2,1,AB
204821,3,1,AB
204821,4,1,AB
204823,1,1,AA
204827,1,1,AB
204827,2,1,AB
204828,1,1,AB
204828,2,1,AB
204829,1,1,AP
204832,1,1,AB
204832,2,1,AB
204832,3,1,AB
204835,1,1,AB
204835,2,1,AB
204836,1,1,AB
204838,1,1,AB
204838,2,1,AB
204838,3,1,AB
204838,4,1,AB
204838,5,1,AB
204838,6,1,AB
204839,1,1,AA
204841,1,1,AB
204841,2,1,AB
204842,1,1,AP
204842,2,1,AP
204842,3,1,AP
204843,1,1,AP
204846,1,1,AB
204846,2,1,AB
204846,3,1,AB
204846,4,1,AB
204847,1,1,AB
204848,1,1,AB
204849,1,1,AP
204851,1,1,AB
204852,1,1,AB
204852,2,1,AB
204852,3,1,AB
204852,4,1,AB
204853,1,1,AB
204854,1,1,AP
204854,2,1,AP
204855,1,1,AB
204855,2,1,AB
204855,3,1,AB
204855,4,1,AB
204857,1,1,AB
204857,2,1,AB
204857,3,1,AB
204857,4,1,AB
204860,1,1,AP
204867,1,1,AB
204867,2,1,AB
204867,3,1,AB
204868,1,1,AB
204868,2,1,AB
204869,1,1,AB
204880,1,1,AP
204880,2,1,AP
204882,1,1,AB
204882,2,1,AB
204882,3,1,AB
204883,1,1,AB
204884,1,1,AB
204889,1,1,AB
204889,2,1,AB
204889,3,1,AB
204890,1,1,AP
204890,2,1,AP
204891,1,1,AB
204891,2,1,AB
204893,1,1,AB
204895,1,1,AB
204895,2,1,AB
204895,3,1,AB
204901,1,1,AB
204901,2,1,AB
204901,3,1,AB
204910,1,1,AP
204910,2,1,AP
204910,3,1,AP
204918,1,1,AP
204918,2,1,AP
204920,1,1,AB
204920,2,1,AB
204921,1,1,AB
204921,2,1,AB
204921,3,1,AB
204921,4,1,AB
204922,1,1,AB
204922,2,1,AB
204928,1,1,AB
204928,2,1,AB
204929,1,1,AB
204934,1,1,AB
204934,2,1,AB
204936,1,1,AT2
204937,1,1,AB
204937,2,1,AB
204937,3,1,AB
204937,4,1,AB
204937,5,1,AB
204940,1,1,AB
204945,1,1,AB
204946,1,1,AB
204946,2,1,AB
204947,1,1,AB
204947,2,1,AB
204947,3,1,AB
204947,4,1,AB
204948,1,1,AB
204948,2,1,AB
204948,3,1,AB
204949,1,1,AP
204950,1,1,AP
204957,1,1,AP
204957,2,1,AP2
204958,1,1,AP
204959,1,1,AP
204959,2,1,AP
204959,3,1,AP
204960,1,1,AP
204960,2,1,AP
204960,3,1,AP
204963,1,1,AB
204963,2,1,AB
204963,3,1,AB
204963,4,1,AB
204963,5,1,AB
204963,6,1,AB
204964,2,1,AB
204964,3,1,AB
204965,1,1,AB
204968,1,1,AB
204968,2,1,AB
204968,3,1,AB
204973,1,1,AB
204973,2,1,AB
204974,1,1,AB
204974,2,1,AB
204974,3,1,AB
204974,4,1,AB
204975,1,1,AB
204975,2,1,AB
204979,1,1,AA
204982,1,1,AB
204982,2,1,AB
204982,3,1,AB
204982,4,1,AB
204983,1,1,AB
204983,2,1,AB
204984,1,1,AA
204988,1,1,AB
204988,2,1,AB
204989,1,1,AB
204989,2,1,AB
204989,3,1,AB
204990,1,1,AB
204991,1,1,BX
204991,2,1,BX
204991,3,1,BX
204991,4,1,BX
204993,1,1,AB
204993,2,1,AB
204994,1,1,AB
204994,2,1,AB
204994,3,1,AB
204994,4,1,AB
204997,1,1,AP
205002,1,1,AB
205002,2,1,AB
205005,1,1,AB
205005,2,1,AB
205006,1,1,AB
205006,2,1,AB
205006,3,1,AB
205006,4,1,AB
205007,1,1,AB
205007,2,1,AB
205008,1,1,AA
205011,1,1,AB
205011,2,1,AB
205011,3,1,AB
205011,4,1,AB
205012,1,1,AB
205012,2,1,AB
205013,1,1,AP
205014,1,1,AP
205017,1,1,AA
205019,1,1,AA
205019,2,1,AA
205020,1,1,AP
205022,1,1,AB
205022,2,1,AB
205029,1,1,AP
205029,2,1,AP
205029,4,1,AP
205030,1,1,AP
205030,2,1,AP
205031,1,1,AB
205031,2,1,AB
205031,3,1,AB
205031,4,1,AB
205033,1,1,AB
205034,1,1,AB
205035,1,1,AP
205037,1,1,AP
205039,1,1,AP
205043,1,1,AP
205043,2,1,AP
205046,1,1,AP
205050,1,1,AT2
205053,1,1,AB
205056,1,1,AB
205056,2,1,AB
205056,3,1,AB
205056,4,1,AB
205063,1,1,AB2
205063,2,1,AB2
205063,3,1,AB2
205063,4,1,AB2
205063,5,1,AB2
205063,6,1,AB2
205064,1,1,AB
205064,2,1,AB
205064,3,1,AB
205064,4,1,AB
205064,5,1,AB
205064,6,1,AB
205065,1,1,AB
205065,2,1,AB
205067,1,1,AB
205069,1,1,AB
205074,1,1,AB
205074,2,1,AB
205075,1,1,AB
205075,2,1,AB
205076,1,1,AB
205080,1,1,AB
205082,1,1,AB
205085,1,1,AA
205087,1,1,AA
205095,1,1,AB
205095,2,1,AB
205096,1,1,AB
205096,2,1,AB
205096,3,1,AB
205101,1,1,AB1
205101,2,1,AB1
205102,1,1,AB
205102,2,1,AB
205104,1,1,AB
205104,2,1,AB
205104,3,1,AB
205104,4,1,AB
205104,5,1,AB
205104,6,1,AB
205105,1,1,AB2
205105,2,1,AB2
205105,3,1,AB2
205105,4,1,AB2
205105,5,1,AB2
205105,6,1,AB2
205106,1,1,AP
205107,1,1,AB
205107,2,1,AB
205112,1,1,AA
205115,1,1,AB
205115,2,1,AB
205115,3,1,AB
205118,1,1,AB
205118,2,1,AB
205119,1,1,AB
205119,2,1,AB
205120,1,1,AA
205122,1,1,AB2
205122,2,1,AB2
205122,3,1,AB2
205122,4,1,AB2
205122,5,1,AB2
205126,1,1,AB
205126,2,1,AA
205128,1,1,AB
205129,1,1,AB
205129,2,1,AB
205129,3,1,AB
205129,4,1,AB
205130,1,1,AB
205130,2,1,AB
205131,1,1,AB
205133,1,1,AB
205134,1,1,AB2
205135,1,1,AB
205135,2,1,AB
205135,3,1,AB
205135,4,1,AB
205136,1,1,AA
205136,2,1,AA
205136,3,1,AA
205137,1,1,AB
205137,2,1,AB
205137,3,1,AB
205137,4,1,AB
205141,1,1,AP
205141,2,1,AP
205143,1,1,AB
205143,2,1,AB
205147,1,1,AB
205147,2,1,AB
205147,3,1,AB
205147,4,1,AB
205150,1,1,AB
205150,2,1,AB
205150,3,1,AB
205152,1,1,AB
205152,2,1,AB
205154,1,1,AP
205154,2,1,AP
205160,1,1,AP
205166,1,1,AB
205171,1,1,AB
205171,2,1,AB
205177,1,1,AB
205179,1,1,AP
205180,1,1,AB
205182,1,1,AP
205186,1,1,AB
205186,2,1,AB
205187,1,1,AB
205187,2,1,AB
205192,1,1,AB
205192,2,1,AB
205192,3,1,AB
205197,1,1,AP
205199,1,1,AB
205199,2,1,AB
205199,3,1,AB
205199,4,1,AB
205199,5,1,AB
205199,6,1,AB
205199,7,1,AB
205199,8,1,AB
205205,1,1,AB
205205,2,1,AB
205206,1,1,AB
205209,1,1,AB
205209,2,1,AB
205210,1,1,AB
205210,2,1,AB
205210,3,1,AB
205210,4,1,AB
205217,1,1,AB
205217,2,1,AB
205220,1,1,AB
205222,1,1,AA
205223,1,1,AB
205229,1,1,AB
205229,2,1,AB
205231,1,1,AB3
205231,2,1,AB3
205231,3,1,AB3
205231,4,1,AB3
205231,5,1,AB3
205232,1,1,AB
205232,2,1,AB
205232,3,1,AB
205232,4,1,AB
205233,1,1,AB
205236,1,1,AA
205236,2,1,AA
205236,3,1,AA
205236,4,1,AA
205237,1,1,AB
205237,2,1,AB
205237,3,1,AB
205237,4,1,AB
205241,1,1,AO
205241,2,1,AO
205242,1,1,AP
205242,2,1,AP
205242,3,1,AP
205245,1,1,AB
205245,2,1,AB
205248,1,1,AB
205248,2,1,AB
205249,1,1,AB
205253,1,1,AB
205253,2,1,AB
205253,3,1,AB
205253,4,1,AB
205254,1,1,AP
205256,1,1,AB
205257,1,1,AB1
205257,2,1,AB1
205257,3,1,AB1
205268,1,1,AB
205268,2,1,AB
205268,3,1,AB
205269,1,1,AB
205269,2,1,AB
205272,1,1,AP
205278,1,1,AB
205279,1,1,AP
205280,1,1,AB
205280,2,1,AB
205292,1,1,AA
205294,1,1,AT
205295,1,1,AT1
205299,1,1,AB
205299,2,1,AB
205300,1,1,AB
205300,2,1,AB
205300,3,1,AB
205300,4,1,AB
205301,1,1,AB
205304,1,1,AB
205307,1,1,AB
205309,1,1,AT
205309,2,1,AT
205318,1,1,AT
205321,1,1,AB
205321,2,1,AB
205321,3,1,AB
205321,4,1,AB
205321,5,1,AB
205321,6,1,AB
205321,7,1,AB
205321,8,1,AB
205323,1,1,AP
205323,2,1,AP
205327,1,1,AB
205327,2,1,AB
205327,3,1,AB
205327,4,1,AB
205327,5,1,AB
205328,1,1,AT
205331,1,1,AP
205331,2,1,AP
205332,1,1,AP
205336,1,1,AP
205337,1,1,AP
205345,1,1,AB
205345,2,1,AB
205347,1,1,AB
205347,2,1,AB
205347,3,1,AB
205347,4,1,AB
205348,1,1,AB
205354,1,1,AP
205356,1,1,AP
205360,1,1,AB
205360,2,1,AB
205360,3,1,AB
205363,1,1,AB
205363,2,1,AB
205363,3,1,AB
205363,4,1,AB
205363,5,1,AB
205363,6,1,AB
205365,1,1,AB
205365,3,1,AB
205365,4,1,AB
205373,1,1,AT
205374,1,1,AB
205374,2,1,AB
205375,1,1,AP
205376,1,1,AP
205376,2,1,AP
205379,1,1,AP
205385,1,1,AB
205385,2,1,AB
205386,1,1,AB
205386,2,1,AB
205386,3,1,AB
205386,4,1,AB
205388,1,1,AT
205390,1,1,AP
205390,2,1,AP
205391,1,1,AB
205391,2,1,AB
205391,3,1,AB
205397,1,1,AB
205399,1,1,AB
205399,2,1,AB
205401,1,1,AB1
205401,2,1,AB1
205401,3,1,AB1
205401,4,1,AB1
205401,5,1,AB1
205401,6,1,AB1
205404,1,1,AP
205406,1,1,AB
205406,2,1,AB
205412,1,1,AB
205414,1,1,AB
205414,2,1,AB
205415,1,1,AB
205415,2,1,AB
205421,1,1,AB
205421,2,1,AB
205422,1,1,AB
205422,2,1,AB
205422,3,1,AB
205422,4,1,AB
205422,5,1,AB
205422,6,1,AB
205426,1,1,AB
205426,2,1,AB
205426,3,1,AB
205426,4,1,AB
205429,1,1,AB
205429,2,1,AB
205430,1,1,AB
205430,2,1,AB
205430,3,1,AB
205430,4,1,AB
205432,1,1,AB
205432,2,1,AB
205432,3,1,AB
205432,4,1,AB
205433,1,1,AN
205437,1,1,AB
205437,2,1,AB
205437,3,1,AB
205438,1,1,AT
205441,1,1,AB
205443,1,1,AB
205443,2,1,AB
205447,1,1,AP
205447,2,1,AP
205448,1,1,AB
205448,2,1,AB
205449,1,1,AB
205457,1,1,AB
205459,1,1,AB
205464,1,1,AB
205467,1,1,AB
205467,2,1,AB
205468,2,1,AB
205468,3,1,AB
205469,1,1,AB
205470,1,1,AB
205473,1,1,AP
205476,1,1,AP
205476,2,1,AP
205482,1,1,AB
205482,2,1,AB
205482,3,1,AB
205484,1,1,AB
205484,2,1,AB
205487,1,1,AP
205487,2,1,AP
205487,3,1,AP
205487,4,1,AP
205494,1,1,AB
205499,1,1,AB
205499,2,1,AB
205499,3,1,AB
205501,1,1,AN
205504,1,1,AB
205504,2,1,AB
205504,3,1,AB
205510,1,1,AB
205517,1,1,AB
205519,1,1,AB
205519,2,1,AB
205519,3,1,AB
205519,4,1,AB
205520,1,1,AP
205523,1,1,AB
205523,2,1,AB
205529,1,1,AP
205529,2,1,AP
205530,1,1,AB
205530,2,1,AB
205532,1,1,AB
205533,1,1,AP
205536,1,1,AB
205536,2,1,AB
205536,3,1,AB
205536,4,1,AB
205537,1,1,AT
205539,1,1,AP
205540,1,1,AP
205540,2,1,AP
205541,1,1,AB
205541,2,1,AB
205541,3,1,AB
205541,4,1,AB
205544,1,1,AB
205544,2,1,AB
205545,1,1,AB
205545,2,1,AB
205548,1,1,AB
205549,1,1,AB
205549,2,1,AB
205557,1,1,AP
205557,2,1,AP
205559,1,1,AB
205559,2,1,AB
205559,3,1,AB
205563,1,1,AB
205563,2,1,AB
205564,1,1,AB
205566,1,1,AB
205566,2,1,AB
205566,3,1,AB
205568,1,1,AP
205570,1,1,AP
205571,1,1,AB
205571,2,1,AB
205571,3,1,AB
205573,1,1,AA
205574,1,1,AP
205574,2,1,AP
205575,1,1,AB
205575,2,1,AB
205576,1,1,AB
205580,1,1,AP
205585,1,1,AB
205585,2,1,AB
205587,1,1,AB
205587,2,1,AB
205587,3,1,AB
205587,4,1,AB
205588,1,1,AB
205589,1,1,AB
205589,2,1,AB
205589,3,1,AB
205589,4,1,AB
205589,5,1,AB
205589,6,1,AB
205591,1,1,AB
205592,1,1,AT
205594,1,1,AB
205596,1,1,AP
205601,1,1,AB
205601,2,1,AB
205604,1,1,AP
205605,1,1,AP
205606,1,1,AB
205606,2,1,AB
205609,1,1,AB
205612,1,1,AP
205612,2,1,AP
205612,3,1,AP
205612,4,1,AP
205612,5,1,AP
205612,6,1,AP
205612,7,1,AP
205613,1,1,AB
205618,1,1,AB
205618,2,1,AB
205618,3,1,AB
205618,4,1,AB
205619,1,1,AB
205619,2,1,AB
205619,3,1,AB
205620,1,1,AB
205622,1,1,AB
205622,2,1,AB
205622,3,1,AB
205629,1,1,AB
205629,2,1,AB
205629,3,1,AB
205629,4,1,AB
205630,1,1,AB
205643,1,1,AN
205645,1,1,AP
205645,2,1,TBD
205646,1,1,AB1
205646,2,1,AB1
205647,1,1,AB
205648,1,1,AP
205650,1,1,AB
205651,1,1,AB
205654,1,1,AB
205656,1,1,AP
205656,2,1,AP
205660,1,1,AP
205660,2,1,AP
205660,3,1,AP
205660,4,1,AP
205660,5,1,AP
205660,6,1,AP
205660,7,1,AP
205661,1,1,AB
205663,1,1,AB
205666,1,1,AB
205666,2,1,AB
205670,1,1,AB
205670,2,1,AB
205670,3,1,AB
205672,1,1,AP
205673,1,1,AB
205673,2,1,AB
205673,3,1,AB
205675,1,1,AP
205677,1,1,AB
205683,1,1,AB
205685,1,1,AP
205687,1,1,AP
205689,1,1,AB
205689,2,1,AB
205689,3,1,AB
205689,4,1,AB
205694,1,1,AP
205694,2,1,AP
205694,3,1,AP
205694,4,1,AP
205695,1,1,AB
205695,2,1,AB
205696,1,1,AP
205699,1,1,AB
205699,2,1,AB
205707,1,1,AB
205707,2,1,AB
205709,1,1,AB
205710,1,1,AN
205710,2,1,AN
205710,3,1,AN
205720,1,1,AP
205722,1,1,AP
205723,1,1,AP
205724,1,1,AB
205727,1,1,AA
205731,1,1,AA
205740,1,1,AB
205740,2,1,AB
205742,1,1,AA
205746,1,1,AP1
205749,1,1,AP
205756,1,1,AB
205756,2,1,AB
205756,3,1,AB
205758,1,1,AP
205758,2,1,AP
205758,3,1,AP
205761,1,1,AB
205762,1,1,AB
205770,1,1,AB
205772,1,1,AB
205775,1,1,AB
205775,2,1,AB
205775,3,1,AB
205775,4,1,AB
205779,1,1,AP
205779,2,1,AP
205780,1,1,AP
205780,2,1,AP
205781,1,1,AB2
205781,2,1,AB2
205782,1,1,AT
205784,1,1,AB
205784,2,1,AB
205784,3,1,AB
205784,4,1,AB
205792,1,1,AB
205794,1,1,AB1
205794,2,1,AB1
205794,3,1,AB1
205798,1,1,AB
205798,2,1,AB
205798,3,1,AB
205806,1,1,AB
205806,2,1,AB
205811,1,1,AB
205814,1,1,AB
205814,2,1,AB
205814,3,1,AB
205823,1,1,AB
205823,2,1,AB
205823,3,1,AB
205823,4,1,AB
205825,1,1,AB
205825,2,1,AB
205825,3,1,AB
205825,4,1,AB
205831,1,1,AB3
205831,2,1,AB3
205831,3,1,AB3
205831,4,1,AB3
205831,5,1,AB3
205831,6,1,AB3
205831,7,1,AB3
205835,1,1,AP
205835,2,1,AP
205836,1,1,AB
205836,2,1,AB
205836,3,1,AB
205836,4,1,AB
205836,5,1,AB
205857,1,1,AP
205867,1,1,AP
205868,1,1,AB
205868,2,1,AB
205869,1,1,AB
205870,1,1,AP
205871,1,1,AO
205878,1,1,AT
205880,1,1,AP
205882,1,1,AB
205883,1,1,AP
205883,2,1,AP
205885,1,1,AB1
205885,2,1,AB1
205885,3,1,AB1
205885,4,1,AB1
205887,1,1,AB
205888,1,1,AB
205888,2,1,AB
205894,1,1,AB
205897,1,1,AB
205897,2,1,AB
205901,1,1,AB
205901,2,1,AB
205901,3,1,AB
205904,1,1,AB
205913,1,1,AB
205913,2,1,AB
205917,1,1,AP
205917,2,1,AP
205917,3,1,AP
205919,1,1,AB
205923,1,1,AP
205923,2,1,AP
205924,1,1,AB
205924,2,1,AB
205924,3,1,AB
205924,4,1,AB
205924,5,1,AB
205924,6,1,AB
205924,7,1,AB
205924,8,1,AB
205927,1,1,AB
205927,2,1,AB
205930,1,1,AB
205930,2,1,AB
205931,1,1,AB
205931,2,1,AB
205932,1,1,AB
205932,2,1,AB
205932,3,1,AB
205934,1,1,AP
205934,2,1,AP
205934,3,1,AP
205935,1,1,AO
205936,1,1,AB
205936,2,1,AB
205936,3,1,AB
205937,1,1,AT
205938,1,1,AB
205938,2,1,AB
205938,3,1,AB
205938,4,1,AB
205941,1,1,AB
205941,2,1,AB
205945,1,1,AB
205945,2,1,AB
205945,3,1,AB
205945,4,1,AB
205947,1,1,AB
205948,1,1,AB
205950,1,1,AB
205954,1,1,AB
205954,2,1,AB
205954,3,1,AB
205954,4,1,AB
205955,1,1,AB
205955,2,1,AB
205955,3,1,AB
205956,1,1,AB
205956,2,1,AB
205956,3,1,AB
205960,1,1,AB
205960,2,1,AB
205960,3,1,AB
205961,1,1,AB
205961,2,1,AB
205961,3,1,AB
205962,1,1,AP
205971,1,1,AB
205972,1,1,AB
205972,2,1,AB
205973,1,1,AB
205973,2,1,AB
205973,3,1,AB
205973,4,1,AB
205974,1,1,AB
205976,1,1,AB1
205976,2,1,AB1
205976,3,1,AB1
205976,4,1,AB1
205977,1,1,AB
205977,2,1,AB
205977,3,1,AB
205980,1,1,AB
205980,2,1,AB
205981,1,1,AB
205981,2,1,AB
205981,3,1,AB
205982,1,1,AP
205982,2,1,AP
205982,3,1,AP
205983,1,1,AB
205983,2,1,AB
205983,3,1,AB
205983,4,1,AB
205983,5,1,AB
205983,6,1,AB
205987,1,1,AB
205987,2,1,AB
205988,1,1,AB
205990,1,1,AB
205990,2,1,AB
205991,1,1,AB
205993,1,1,AB2
205993,2,1,AB2
205994,1,1,AB
205994,2,1,AB
205995,1,1,AB
206003,1,1,AT
206005,1,1,AP
206006,1,1,AB
206010,1,1,AP
206011,1,1,AP
206015,1,1,AB
206015,2,1,AB
206015,3,1,AB
206018,1,1,AP
206019,1,1,AB
206019,2,1,AB
206019,3,1,AB
206021,1,1,AB
206021,2,1,AB
206027,1,1,AB
206028,1,1,AB
206028,2,1,AB
206028,3,1,AB
206028,4,1,AB
206029,1,1,AB
206029,2,1,AB
206029,3,1,AB
206032,1,1,AB
206032,2,1,AB
206032,3,1,AB
206032,4,1,AB
206033,1,1,AP
206036,1,1,AB
206037,1,1,AB
206039,1,1,AP
206043,1,1,AB
206045,1,1,AB
206047,1,1,AB
206047,2,1,AB
206047,3,1,AB
206049,1,1,AB
206053,1,1,AB
206055,1,1,AB
206055,2,1,AB
206058,1,1,AP
206066,1,1,AT
206069,1,1,AB
206069,2,1,AB
206069,3,1,AB
206069,4,1,AB
206070,1,1,AB
206070,2,1,AB
206070,3,1,AB
206071,1,1,AP
206075,1,1,AT
206077,1,1,AP
206078,1,1,AB
206078,2,1,AB
206079,1,1,AB2
206079,2,1,AB2
206079,3,1,AB2
206081,1,1,AB
206081,2,1,AB
206081,3,1,AB
206083,1,1,AB
206083,2,1,AB
206083,3,1,AB
206083,4,1,AB
206083,5,1,AB
206086,1,1,AP
206086,2,1,AP
206088,1,1,TBD
206088,2,1,TBD
206088,3,1,TBD
206091,1,1,AP
206091,2,1,AP
206093,1,1,AB
206093,2,1,AB
206094,1,1,AB
206095,1,1,AA
206095,2,1,AA
206097,1,1,AB
206098,1,1,AB
206098,2,1,AB
206098,3,1,AB
206100,1,1,AB
206106,1,1,AP
206107,1,1,AB
206107,2,1,AB
206110,1,1,AP
206110,2,1,AP
206111,1,1,AB
206111,2,1,AB
206111,3,1,AB
206111,4,1,AB
206112,1,1,AB
206116,1,1,AT
206118,1,1,AB
206119,1,1,AB1
206119,2,1,AB1
206121,1,1,AB
206121,2,1,AB
206121,3,1,AB
206122,1,1,AB2
206125,1,1,AB
206125,2,1,AB
206125,3,1,AB
206126,1,1,AP
206127,1,1,AP
206127,2,1,AP
206128,1,1,AP
206129,1,1,AB
206129,2,1,AB
206133,1,1,AB
206133,2,1,AB
206133,3,1,AB
206133,4,1,AB
206134,1,1,AB
206135,1,1,AB
206135,2,1,AB
206135,3,1,AB
206135,4,1,AB
206136,1,1,AB
206136,2,1,AB
206137,1,1,AB
206137,2,1,AB
206137,3,1,AB
206137,4,1,AB
206137,5,1,AB
206141,1,1,AP
206141,2,1,AP
206143,1,1,AB
206143,2,1,AB
206145,1,1,AB1
206145,2,1,AB
206151,1,1,AB
206152,1,1,AB
206152,2,1,AB
206153,1,1,AB
206153,2,1,AB
206155,1,1,AB
206155,2,1,AB
206155,3,1,AB
206155,4,1,AB
206155,5,1,AB
206155,6,1,AB
206156,1,1,AB
206156,2,1,AB
206156,3,1,AB
206156,4,1,AB
206156,5,1,AB
206156,6,1,AB
206156,7,1,AB
206157,1,1,AB
206159,1,1,AB
206159,2,1,AB
206159,3,1,AB
206159,4,1,AB
206159,5,1,AB
206159,6,1,AB
206163,1,1,AP
206163,2,1,AP
206164,1,1,AB
206165,1,1,AB
206166,1,1,AP
206166,2,1,AP
206166,3,1,AP
206166,4,1,AP
206171,1,1,AP
206171,2,1,AP
206173,1,1,AB
206173,2,1,AB
206173,3,1,AB
206174,1,1,AB
206174,2,1,AB
206174,3,1,AB
206174,4,1,AB
206174,5,1,AB
206174,6,1,AB
206180,1,1,AB
206180,2,1,AB
206180,3,1,AB
206180,4,1,AB
206180,5,1,AB
206181,1,1,AB
206181,2,1,AB
206183,1,1,AP
206183,2,1,AP
206191,1,1,AP
206194,1,1,AB
206194,2,1,AB
206194,3,1,AB
206197,1,1,AP
206198,1,1,AP
206198,2,1,AP
206199,1,1,AP
206200,1,1,AB
206203,1,1,AP
206204,1,1,AP
206206,1,1,AP
206206,2,1,AP
206210,1,1,AB1
206210,2,1,AB1
206210,3,1,AB1
206210,4,1,AB1
206217,1,1,AB
206217,2,1,AB
206218,1,1,AB
206220,1,1,AT
206222,1,1,AB
206222,2,1,AB
206222,3,1,AB
206223,1,1,AP
206223,2,1,AP
206223,3,1,AP
206224,1,1,AN
206227,1,1,AB
206227,2,1,AB
206227,3,1,AB
206228,1,1,AP
206228,2,1,AP
206233,1,1,AB
206233,2,1,AB
206233,3,1,AB
206234,1,1,AB
206234,2,1,AB
206241,1,1,AB1
206241,2,1,AB1
206241,3,1,AB1
206241,4,1,AB1
206241,5,1,AB1
206242,1,1,AT1
206250,1,1,AB
206250,2,1,AB
206250,3,1,AB
206250,4,1,AB
206250,5,1,AB
206251,1,1,AB
206251,2,1,AB
206251,3,1,AB
206251,4,1,AB
206251,5,1,AB
206251,6,1,AB
206252,1,1,AB
206254,1,1,AP
206255,1,1,AB
206260,1,1,AB
206260,2,1,AB
206260,3,1,AB
206260,4,1,AB
206260,5,1,AB
206261,1,1,AB
206263,1,1,AP
206266,1,1,AB
206266,2,1,AB
206285,1,1,AB1
206285,2,1,AB1
206285,3,1,AB1
206285,4,1,AB1
206286,1,1,AB2
206287,1,1,AB
206288,1,1,AB
206288,2,1,AB
206288,4,4,AB
206288,5,4,AB
206289,1,1,AT1
206295,1,1,AB
206296,1,1,AB
206296,2,1,AB
206297,1,1,AT
206298,1,1,AB
206308,1,1,AA
206308,2,1,AA
206309,1,1,AB
206309,2,1,AB
206309,3,1,AB
206309,4,1,AB
206309,5,1,AB
206309,6,1,AB
206310,1,1,AB
206310,2,1,AB
206310,3,1,AB
206310,4,1,AB
206312,1,1,AT
206314,1,1,AB
206318,1,1,AB
206318,2,1,AB
206318,3,1,AB
206319,1,1,AP
206321,1,1,AP2
206329,1,1,AB
206329,2,1,AB
206329,4,1,AB
206329,5,1,AB
206329,6,1,AB
206332,1,1,AP
206332,2,1,AP
206333,1,1,AP
206335,1,1,AP
206340,1,1,AB
206340,2,1,AB
206340,3,1,AB
206340,4,1,AB
206340,5,1,AB
206340,6,1,AB
206340,7,1,AB
